product_id,product_name,category,brand,store_id,store_name,store_location,base_price,discount_rate,promotion_type,day_of_year,month,day_of_week,season,is_holiday,avg_units_sold_30d,avg_customers_30d,profit_margin,profit_class
P100092,Adidas Home Item,Home,Adidas,S025,Amazon Store 25,US-East,40.99,0.37,Flash Sale,221,8,Sat,Summer,0,9,17,0.167,medium
P100787,Dell Home Item,Home,Dell,S043,Amazon Store 43,US-West,63.11,0.46,Clearance,343,12,Fri,Fall,0,7,13,-0.025,loss
P100055,Adidas Sports Item,Sports,Adidas,S020,Amazon Store 20,Canada,38.34,0.18,Seasonal,97,4,Sun,Spring,0,24,50,0.277,medium
P101071,Nike Electronics Item,Electronics,Nike,S010,Amazon Store 10,US-East,1294.39,0.0,No Promotion,52,2,Thu,Winter,1,34,68,0.456,high
P100027,Apple Electronics Item,Electronics,Apple,S033,Amazon Store 33,UK,1437.84,0.23,Flash Sale,175,6,Sat,Summer,0,6,12,0.33,high
P100721,Samsung Electronics Item,Electronics,Samsung,S028,Amazon Store 28,Canada,1117.76,0.18,Seasonal,338,12,Tue,Fall,0,9,18,0.285,medium
P100503,Sony Sports Item,Sports,Sony,S018,Amazon Store 18,Canada,107.58,0.5,Clearance,182,7,Thu,Summer,0,25,49,-0.159,loss
P101027,Nike Grocery Item,Grocery,Nike,S017,Amazon Store 17,US-East,37.29,0.49,Clearance,353,12,Tue,Fall,0,10,15,-0.491,loss
P101156,Apple Fashion Item,Fashion,Apple,S037,Amazon Store 37,EU,170.81,0.0,No Promotion,115,4,Sun,Spring,0,23,38,0.248,medium
P100491,Adidas Grocery Item,Grocery,Adidas,S028,Amazon Store 28,Canada,14.94,0.0,No Promotion,348,12,Thu,Fall,0,10,17,0.259,medium
P100203,Dell Grocery Item,Grocery,Dell,S030,Amazon Store 30,US-East,6.65,0.18,Seasonal,1,1,Thu,Winter,0,12,18,0.095,low
P100991,HP Home Item,Home,HP,S028,Amazon Store 28,Canada,274.75,0.12,Holiday,63,3,Mon,Winter,0,39,77,0.272,medium
P100742,AmazonBasics Beauty Item,Beauty,AmazonBasics,S011,Amazon Store 11,US-West,153.38,0.0,No Promotion,248,9,Sun,Summer,1,12,28,0.299,medium
P100643,L'Oreal Grocery Item,Grocery,L'Oreal,S002,Amazon Store 2,US-East,3.04,0.16,Seasonal,231,8,Sat,Summer,0,14,26,0.263,medium
P101002,AmazonBasics Grocery Item,Grocery,AmazonBasics,S013,Amazon Store 13,US-East,12.5,0.0,No Promotion,226,8,Thu,Summer,1,52,88,0.419,high
P101166,HP Sports Item,Sports,HP,S038,Amazon Store 38,EU,356.03,0.26,Holiday,19,1,Tue,Winter,1,21,44,0.235,medium
P100368,HP Electronics Item,Electronics,HP,S036,Amazon Store 36,US-East,596.44,0.52,Clearance,31,2,Wed,Winter,0,28,45,-0.5,loss
P100808,Samsung Grocery Item,Grocery,Samsung,S006,Amazon Store 6,US-East,23.93,0.16,Seasonal,333,12,Tue,Fall,0,7,16,0.179,medium
P101079,Nike Grocery Item,Grocery,Nike,S015,Amazon Store 15,US-West,32.71,0.28,Flash Sale,121,5,Sat,Spring,0,9,12,-0.044,loss
P100607,Dell Electronics Item,Electronics,Dell,S046,Amazon Store 46,EU,244.35,0.31,Flash Sale,24,1,Thu,Winter,0,24,30,0.204,medium
P100051,LG Home Item,Home,LG,S040,Amazon Store 40,EU,378.18,0.19,Holiday,325,11,Fri,Fall,0,12,25,0.135,low
P100266,Samsung Electronics Item,Electronics,Samsung,S006,Amazon Store 6,US-East,146.03,0.25,Holiday,211,8,Mon,Summer,0,21,35,0.231,medium
P100049,Apple Beauty Item,Beauty,Apple,S049,Amazon Store 49,US-East,19.09,0.22,Flash Sale,161,6,Fri,Spring,0,22,52,0.347,high
P100893,Nike Fashion Item,Fashion,Nike,S030,Amazon Store 30,US-East,51.94,0.0,No Promotion,255,9,Mon,Summer,0,20,47,0.273,medium
P100076,AmazonBasics Home Item,Home,AmazonBasics,S000,Amazon Store 0,Canada,25.01,0.36,Flash Sale,59,2,Mon,Winter,0,7,13,-0.213,loss
P100315,Samsung Beauty Item,Beauty,Samsung,S019,Amazon Store 19,US-East,65.21,0.08,Seasonal,114,4,Fri,Spring,0,11,20,0.163,medium
P100266,Samsung Electronics Item,Electronics,Samsung,S010,Amazon Store 10,US-East,146.03,0.43,Clearance,160,6,Sat,Spring,0,28,54,-0.137,loss
P100217,Dell Home Item,Home,Dell,S037,Amazon Store 37,EU,495.74,0.39,Clearance,220,8,Thu,Summer,0,14,17,-0.088,loss
P100943,L'Oreal Sports Item,Sports,L'Oreal,S041,Amazon Store 41,US-West,36.78,0.29,Flash Sale,357,12,Tue,Fall,0,47,112,0.223,medium
P100240,LG Grocery Item,Grocery,LG,S034,Amazon Store 34,UK,25.98,0.06,Seasonal,169,6,Fri,Spring,0,17,24,0.424,high
P100580,Adidas Home Item,Home,Adidas,S041,Amazon Store 41,US-West,364.85,0.44,Clearance,12,1,Wed,Winter,0,15,32,-0.151,loss
P100564,L'Oreal Sports Item,Sports,L'Oreal,S048,Amazon Store 48,EU,224.35,0.11,Seasonal,242,9,Mon,Summer,0,27,64,0.268,medium
P101131,HP Grocery Item,Grocery,HP,S011,Amazon Store 11,US-West,35.78,0.19,Seasonal,139,5,Tue,Spring,0,77,120,0.242,medium
P100290,Samsung Grocery Item,Grocery,Samsung,S048,Amazon Store 48,EU,38.76,0.0,No Promotion,97,4,Sun,Spring,0,35,47,0.239,medium
P100142,Apple Beauty Item,Beauty,Apple,S042,Amazon Store 42,US-East,164.23,0.0,No Promotion,147,5,Sun,Spring,0,27,45,0.297,medium
P100791,LG Sports Item,Sports,LG,S035,Amazon Store 35,US-West,262.34,0.07,Seasonal,182,7,Wed,Summer,0,13,16,0.227,medium
P100649,Dell Fashion Item,Fashion,Dell,S033,Amazon Store 33,UK,27.76,0.0,No Promotion,57,2,Tue,Winter,0,13,25,0.266,medium
P100173,AmazonBasics Grocery Item,Grocery,AmazonBasics,S035,Amazon Store 35,US-West,7.24,0.0,No Promotion,42,2,Thu,Winter,0,15,19,0.302,high
P100914,Sony Grocery Item,Grocery,Sony,S048,Amazon Store 48,EU,16.1,0.33,Flash Sale,354,12,Wed,Fall,0,16,38,0.183,medium
P100479,Samsung Beauty Item,Beauty,Samsung,S026,Amazon Store 26,US-East,18.76,0.2,Flash Sale,199,7,Sat,Summer,0,9,15,0.091,low
P100169,L'Oreal Beauty Item,Beauty,L'Oreal,S035,Amazon Store 35,US-West,83.22,0.06,Seasonal,31,2,Sat,Winter,0,8,16,0.404,high
P100529,Apple Electronics Item,Electronics,Apple,S026,Amazon Store 26,US-East,453.0,0.31,Clearance,180,6,Fri,Summer,1,4,6,0.05,low
P100783,Nike Fashion Item,Fashion,Nike,S001,Amazon Store 1,US-East,241.12,0.0,No Promotion,2,1,Tue,Winter,0,66,152,0.24,medium
P100732,Samsung Beauty Item,Beauty,Samsung,S037,Amazon Store 37,EU,151.71,0.21,Flash Sale,288,10,Sun,Fall,0,16,33,0.341,high
P100197,Nike Beauty Item,Beauty,Nike,S049,Amazon Store 49,US-East,151.73,0.21,Flash Sale,138,5,Sat,Spring,0,16,33,-0.002,loss
P100433,HP Sports Item,Sports,HP,S014,Amazon Store 14,US-East,152.64,0.29,Flash Sale,105,4,Sat,Spring,0,10,19,0.104,low
P100132,Nike Grocery Item,Grocery,Nike,S003,Amazon Store 3,US-East,30.25,0.2,Flash Sale,218,8,Fri,Summer,0,13,24,0.339,high
P100635,HP Home Item,Home,HP,S034,Amazon Store 34,UK,204.44,0.3,Clearance,222,8,Fri,Summer,0,16,21,-0.132,loss
P100321,Samsung Electronics Item,Electronics,Samsung,S026,Amazon Store 26,US-East,786.1,0.32,Flash Sale,331,12,Sat,Fall,0,29,46,0.045,low
P101180,AmazonBasics Sports Item,Sports,AmazonBasics,S025,Amazon Store 25,US-East,151.36,0.51,Clearance,105,4,Tue,Spring,0,17,21,-0.391,loss
P100057,LG Beauty Item,Beauty,LG,S020,Amazon Store 20,Canada,83.64,0.19,Seasonal,127,5,Tue,Spring,0,23,28,0.338,high
P100919,Samsung Sports Item,Sports,Samsung,S045,Amazon Store 45,UK,307.76,0.2,Holiday,265,9,Mon,Fall,0,71,111,0.254,medium
P100439,Adidas Grocery Item,Grocery,Adidas,S036,Amazon Store 36,US-East,17.52,0.0,No Promotion,200,7,Mon,Summer,0,13,30,0.208,medium
P100036,Nike Grocery Item,Grocery,Nike,S006,Amazon Store 6,US-East,11.62,0.0,No Promotion,252,9,Wed,Summer,1,23,50,0.394,high
P100601,AmazonBasics Beauty Item,Beauty,AmazonBasics,S026,Amazon Store 26,US-East,132.76,0.0,No Promotion,15,1,Sun,Winter,0,47,66,0.39,high
P100478,L'Oreal Fashion Item,Fashion,L'Oreal,S030,Amazon Store 30,US-East,90.04,0.11,Seasonal,226,8,Wed,Summer,0,27,47,0.256,medium
P100826,LG Fashion Item,Fashion,LG,S029,Amazon Store 29,US-East,90.86,0.2,Seasonal,353,12,Wed,Fall,1,11,18,0.188,medium
P101107,Dell Grocery Item,Grocery,Dell,S020,Amazon Store 20,Canada,36.28,0.12,Seasonal,105,4,Mon,Spring,1,15,28,0.368,high
P100841,Adidas Grocery Item,Grocery,Adidas,S032,Amazon Store 32,US-West,23.08,0.0,No Promotion,233,8,Fri,Summer,0,23,53,0.441,high
P100081,AmazonBasics Grocery Item,Grocery,AmazonBasics,S021,Amazon Store 21,UK,20.17,0.0,No Promotion,319,11,Sat,Fall,0,18,42,0.366,high
P100480,Sony Home Item,Home,Sony,S013,Amazon Store 13,US-East,292.24,0.46,Clearance,219,8,Thu,Summer,0,21,44,-0.006,loss
P100358,AmazonBasics Fashion Item,Fashion,AmazonBasics,S039,Amazon Store 39,UK,142.57,0.0,No Promotion,277,10,Thu,Fall,0,13,20,0.304,high
P100862,LG Home Item,Home,LG,S003,Amazon Store 3,US-East,363.22,0.2,Holiday,261,9,Sun,Summer,0,23,42,0.227,medium
P100045,L'Oreal Electronics Item,Electronics,L'Oreal,S049,Amazon Store 49,US-East,1333.09,0.33,Flash Sale,341,12,Sat,Fall,0,26,64,-0.084,loss
P100126,LG Grocery Item,Grocery,LG,S003,Amazon Store 3,US-East,38.67,0.19,Holiday,336,12,Tue,Fall,0,12,19,0.173,medium
P100283,AmazonBasics Fashion Item,Fashion,AmazonBasics,S037,Amazon Store 37,EU,294.17,0.0,No Promotion,190,7,Mon,Summer,0,11,15,0.483,high
P100757,AmazonBasics Grocery Item,Grocery,AmazonBasics,S028,Amazon Store 28,Canada,24.47,0.08,Seasonal,198,7,Tue,Summer,0,13,21,0.353,high
P100138,AmazonBasics Fashion Item,Fashion,AmazonBasics,S014,Amazon Store 14,US-East,264.98,0.1,Seasonal,353,12,Thu,Fall,0,11,25,0.206,medium
P101135,AmazonBasics Beauty Item,Beauty,AmazonBasics,S023,Amazon Store 23,Canada,66.18,0.21,Flash Sale,277,10,Tue,Fall,0,28,43,-0.006,loss
P100509,AmazonBasics Home Item,Home,AmazonBasics,S022,Amazon Store 22,UK,51.05,0.45,Clearance,336,12,Mon,Fall,0,19,40,-0.379,loss
P100711,Samsung Sports Item,Sports,Samsung,S033,Amazon Store 33,UK,399.89,0.29,Flash Sale,39,2,Mon,Winter,0,13,25,0.19,medium
P100827,LG Fashion Item,Fashion,LG,S010,Amazon Store 10,US-East,21.28,0.0,No Promotion,162,6,Mon,Spring,1,19,39,0.475,high
P100367,Nike Beauty Item,Beauty,Nike,S019,Amazon Store 19,US-East,16.34,0.47,Clearance,121,5,Thu,Spring,0,46,91,0.05,low
P100840,Samsung Sports Item,Sports,Samsung,S011,Amazon Store 11,US-West,333.04,0.0,No Promotion,262,9,Mon,Summer,0,8,16,0.43,high
P100969,Samsung Electronics Item,Electronics,Samsung,S028,Amazon Store 28,Canada,890.32,0.0,No Promotion,216,8,Wed,Summer,0,15,21,0.329,high
P100433,HP Sports Item,Sports,HP,S039,Amazon Store 39,UK,152.64,0.06,Seasonal,312,11,Wed,Fall,0,11,27,0.241,medium
P100169,L'Oreal Beauty Item,Beauty,L'Oreal,S008,Amazon Store 8,US-West,83.22,0.42,Clearance,49,2,Sun,Winter,1,6,10,0.093,low
P100663,L'Oreal Sports Item,Sports,L'Oreal,S029,Amazon Store 29,US-East,242.58,0.0,No Promotion,92,4,Sat,Spring,0,22,49,0.454,high
P100197,Nike Beauty Item,Beauty,Nike,S013,Amazon Store 13,US-East,151.73,0.59,Clearance,129,5,Sun,Spring,0,17,33,-0.433,loss
P100729,L'Oreal Home Item,Home,L'Oreal,S037,Amazon Store 37,EU,189.66,0.0,No Promotion,321,11,Mon,Fall,0,15,19,0.39,high
P100998,Dell Electronics Item,Electronics,Dell,S002,Amazon Store 2,US-East,960.02,0.19,Holiday,28,1,Wed,Winter,0,40,71,0.324,high
P100819,L'Oreal Home Item,Home,L'Oreal,S005,Amazon Store 5,UK,360.85,0.0,No Promotion,356,12,Mon,Fall,0,14,31,0.201,medium
P100145,Samsung Electronics Item,Electronics,Samsung,S035,Amazon Store 35,US-West,474.62,0.0,No Promotion,148,5,Thu,Spring,0,22,52,0.309,high
P100101,Dell Electronics Item,Electronics,Dell,S045,Amazon Store 45,UK,1398.21,0.0,No Promotion,328,11,Wed,Fall,1,10,18,0.385,high
P100105,L'Oreal Beauty Item,Beauty,L'Oreal,S008,Amazon Store 8,US-West,198.56,0.0,No Promotion,65,3,Thu,Winter,0,19,36,0.281,medium
P100780,Adidas Electronics Item,Electronics,Adidas,S003,Amazon Store 3,US-East,553.44,0.24,Holiday,218,8,Wed,Summer,1,31,38,0.267,medium
P100175,LG Home Item,Home,LG,S017,Amazon Store 17,US-East,20.9,0.0,No Promotion,51,2,Fri,Winter,0,18,36,0.482,high
P100755,Sony Sports Item,Sports,Sony,S002,Amazon Store 2,US-East,191.3,0.0,No Promotion,305,11,Fri,Fall,0,27,46,0.34,high
P100333,HP Fashion Item,Fashion,HP,S029,Amazon Store 29,US-East,174.65,0.0,No Promotion,74,3,Sat,Winter,0,9,11,0.475,high
P100790,Samsung Electronics Item,Electronics,Samsung,S010,Amazon Store 10,US-East,565.33,0.31,Clearance,199,7,Sat,Summer,0,9,16,0.257,medium
P100985,Nike Home Item,Home,Nike,S015,Amazon Store 15,US-West,247.23,0.0,No Promotion,192,7,Sat,Summer,0,30,62,0.316,high
P101046,Sony Electronics Item,Electronics,Sony,S025,Amazon Store 25,US-East,1433.29,0.12,Seasonal,189,7,Sun,Summer,0,26,44,0.131,low
P100077,L'Oreal Home Item,Home,L'Oreal,S020,Amazon Store 20,Canada,142.6,0.55,Clearance,12,1,Thu,Winter,0,35,45,-0.5,loss
P100052,HP Home Item,Home,HP,S022,Amazon Store 22,UK,336.34,0.0,No Promotion,239,8,Wed,Summer,0,26,56,0.226,medium
P100925,L'Oreal Grocery Item,Grocery,L'Oreal,S002,Amazon Store 2,US-East,39.03,0.0,No Promotion,360,12,Fri,Fall,1,36,58,0.429,high
P101038,Samsung Grocery Item,Grocery,Samsung,S027,Amazon Store 27,UK,39.81,0.0,No Promotion,81,3,Mon,Spring,0,7,13,0.476,high
P101170,Apple Sports Item,Sports,Apple,S041,Amazon Store 41,US-West,299.4,0.15,Seasonal,270,9,Tue,Fall,0,12,17,0.31,high
P100476,Dell Grocery Item,Grocery,Dell,S036,Amazon Store 36,US-East,6.57,0.39,Flash Sale,290,10,Fri,Fall,1,12,29,-0.222,loss
P100098,L'Oreal Electronics Item,Electronics,L'Oreal,S040,Amazon Store 40,EU,631.89,0.56,Clearance,48,2,Sun,Winter,1,13,20,-0.173,loss
P100411,Apple Beauty Item,Beauty,Apple,S018,Amazon Store 18,Canada,89.82,0.08,Seasonal,317,11,Fri,Fall,0,22,32,0.143,low
P100958,AmazonBasics Electronics Item,Electronics,AmazonBasics,S046,Amazon Store 46,EU,897.0,0.42,Clearance,209,7,Mon,Summer,1,5,12,-0.052,loss
P100818,L'Oreal Electronics Item,Electronics,L'Oreal,S025,Amazon Store 25,US-East,286.18,0.16,Seasonal,35,2,Fri,Winter,0,18,42,0.194,medium
P100459,LG Grocery Item,Grocery,LG,S001,Amazon Store 1,US-East,18.01,0.11,Seasonal,119,4,Fri,Spring,1,10,13,0.213,medium
P100306,HP Grocery Item,Grocery,HP,S003,Amazon Store 3,US-East,34.18,0.11,Seasonal,65,3,Fri,Winter,0,43,90,0.179,medium
P100442,Dell Grocery Item,Grocery,Dell,S045,Amazon Store 45,UK,10.84,0.0,No Promotion,315,11,Sat,Fall,0,26,43,0.389,high
P100697,Nike Electronics Item,Electronics,Nike,S004,Amazon Store 4,EU,319.04,0.35,Clearance,242,9,Sat,Summer,0,20,49,0.004,low
P101001,HP Sports Item,Sports,HP,S017,Amazon Store 17,US-East,143.18,0.5,Clearance,36,2,Wed,Winter,1,20,40,-0.018,loss
P101179,LG Fashion Item,Fashion,LG,S024,Amazon Store 24,EU,50.73,0.6,Clearance,252,9,Sat,Summer,0,7,11,-0.5,loss
P100209,Samsung Home Item,Home,Samsung,S043,Amazon Store 43,US-West,387.96,0.0,No Promotion,243,9,Fri,Summer,0,32,69,0.388,high
P100948,HP Fashion Item,Fashion,HP,S001,Amazon Store 1,US-East,221.58,0.37,Flash Sale,42,2,Tue,Winter,0,11,22,-0.144,loss
P100796,L'Oreal Sports Item,Sports,L'Oreal,S011,Amazon Store 11,US-West,328.44,0.2,Seasonal,69,3,Sun,Winter,0,15,28,0.056,low
P100567,LG Beauty Item,Beauty,LG,S002,Amazon Store 2,US-East,15.64,0.0,No Promotion,107,4,Sat,Spring,0,22,52,0.308,high
P101147,Samsung Sports Item,Sports,Samsung,S022,Amazon Store 22,UK,315.21,0.0,No Promotion,39,2,Wed,Winter,0,18,28,0.26,medium
P100194,Adidas Electronics Item,Electronics,Adidas,S009,Amazon Store 9,EU,983.82,0.23,Flash Sale,69,3,Sun,Winter,0,4,6,0.092,low
P100526,Samsung Fashion Item,Fashion,Samsung,S026,Amazon Store 26,US-East,81.74,0.0,No Promotion,180,6,Wed,Summer,1,30,62,0.292,medium
P100448,Samsung Home Item,Home,Samsung,S042,Amazon Store 42,US-East,20.09,0.0,No Promotion,12,1,Thu,Winter,0,28,51,0.422,high
P101190,Sony Beauty Item,Beauty,Sony,S043,Amazon Store 43,US-West,13.93,0.0,No Promotion,339,12,Fri,Fall,0,28,68,0.434,high
P100304,Nike Sports Item,Sports,Nike,S002,Amazon Store 2,US-East,254.84,0.29,Flash Sale,204,7,Sun,Summer,0,32,50,-0.122,loss
P100846,HP Beauty Item,Beauty,HP,S044,Amazon Store 44,Canada,67.61,0.0,No Promotion,36,2,Tue,Winter,0,38,48,0.264,medium
P100284,L'Oreal Electronics Item,Electronics,L'Oreal,S036,Amazon Store 36,US-East,285.85,0.0,No Promotion,126,5,Tue,Spring,0,15,26,0.426,high
P100153,L'Oreal Sports Item,Sports,L'Oreal,S042,Amazon Store 42,US-East,282.96,0.0,No Promotion,63,3,Thu,Winter,1,11,17,0.342,high
P100022,L'Oreal Beauty Item,Beauty,L'Oreal,S035,Amazon Store 35,US-West,133.83,0.0,No Promotion,332,12,Tue,Fall,0,39,91,0.261,medium
P100168,LG Beauty Item,Beauty,LG,S039,Amazon Store 39,UK,33.7,0.29,Flash Sale,82,3,Sun,Spring,0,8,18,-0.098,loss
P100815,Adidas Beauty Item,Beauty,Adidas,S041,Amazon Store 41,US-West,169.99,0.22,Flash Sale,307,11,Wed,Fall,1,15,28,0.164,medium
P100798,Samsung Fashion Item,Fashion,Samsung,S042,Amazon Store 42,US-East,214.51,0.0,No Promotion,299,10,Mon,Fall,0,16,28,0.25,medium
P100310,L'Oreal Fashion Item,Fashion,L'Oreal,S017,Amazon Store 17,US-East,76.59,0.0,No Promotion,34,2,Wed,Winter,1,11,13,0.284,medium
P100888,Samsung Beauty Item,Beauty,Samsung,S012,Amazon Store 12,Canada,36.43,0.0,No Promotion,240,8,Sat,Summer,0,26,61,0.367,high
P100406,Apple Electronics Item,Electronics,Apple,S036,Amazon Store 36,US-East,826.12,0.43,Clearance,97,4,Mon,Spring,0,12,19,-0.14,loss
P100778,L'Oreal Sports Item,Sports,L'Oreal,S000,Amazon Store 0,Canada,266.68,0.0,No Promotion,49,2,Tue,Winter,0,11,21,0.255,medium
P100807,LG Sports Item,Sports,LG,S047,Amazon Store 47,Canada,262.03,0.0,No Promotion,146,5,Fri,Spring,0,33,56,0.315,high
P100982,Nike Electronics Item,Electronics,Nike,S013,Amazon Store 13,US-East,1088.39,0.43,Clearance,125,5,Sun,Spring,0,11,18,-0.314,loss
P100932,Dell Electronics Item,Electronics,Dell,S019,Amazon Store 19,US-East,1026.95,0.0,No Promotion,189,7,Mon,Summer,1,9,14,0.334,high
P100894,Samsung Sports Item,Sports,Samsung,S016,Amazon Store 16,EU,278.54,0.59,Clearance,57,2,Wed,Winter,1,9,12,-0.5,loss
P100264,Apple Beauty Item,Beauty,Apple,S004,Amazon Store 4,EU,39.71,0.0,No Promotion,349,12,Wed,Fall,1,10,17,0.207,medium
P100126,LG Grocery Item,Grocery,LG,S047,Amazon Store 47,Canada,38.67,0.53,Clearance,109,4,Sat,Spring,0,21,42,-0.5,loss
P100657,Apple Sports Item,Sports,Apple,S020,Amazon Store 20,Canada,321.9,0.0,No Promotion,5,1,Wed,Winter,0,17,21,0.302,high
P100389,Apple Electronics Item,Electronics,Apple,S032,Amazon Store 32,US-West,121.7,0.0,No Promotion,24,1,Sun,Winter,0,13,16,0.266,medium
P100599,LG Fashion Item,Fashion,LG,S007,Amazon Store 7,US-East,228.71,0.21,Flash Sale,221,8,Sun,Summer,0,70,112,0.172,medium
P101183,Sony Grocery Item,Grocery,Sony,S042,Amazon Store 42,US-East,10.38,0.0,No Promotion,315,11,Sat,Fall,0,35,61,0.269,medium
P100872,HP Beauty Item,Beauty,HP,S001,Amazon Store 1,US-East,34.69,0.14,Seasonal,294,10,Wed,Fall,0,11,19,0.362,high
P100145,Samsung Electronics Item,Electronics,Samsung,S037,Amazon Store 37,EU,474.62,0.0,No Promotion,10,1,Thu,Winter,0,18,28,0.206,medium
P100895,Nike Home Item,Home,Nike,S032,Amazon Store 32,US-West,473.11,0.0,No Promotion,165,6,Tue,Spring,0,19,25,0.389,high
P101045,L'Oreal Beauty Item,Beauty,L'Oreal,S048,Amazon Store 48,EU,87.27,0.31,Flash Sale,215,8,Fri,Summer,0,18,36,-0.113,loss
P100501,Sony Grocery Item,Grocery,Sony,S015,Amazon Store 15,US-West,27.04,0.53,Clearance,126,5,Sat,Spring,0,17,35,-0.224,loss
P100380,Samsung Grocery Item,Grocery,Samsung,S010,Amazon Store 10,US-East,6.65,0.57,Clearance,267,9,Thu,Fall,1,11,18,-0.199,loss
P100833,AmazonBasics Sports Item,Sports,AmazonBasics,S002,Amazon Store 2,US-East,105.49,0.0,No Promotion,280,10,Tue,Fall,0,19,37,0.345,high
P100264,Apple Beauty Item,Beauty,Apple,S043,Amazon Store 43,US-West,39.71,0.22,Flash Sale,88,3,Sun,Spring,0,28,59,0.327,high
P100380,Samsung Grocery Item,Grocery,Samsung,S001,Amazon Store 1,US-East,6.65,0.07,Seasonal,114,4,Sat,Spring,1,16,28,0.316,high
P100512,LG Home Item,Home,LG,S029,Amazon Store 29,US-East,353.34,0.24,Flash Sale,21,1,Mon,Winter,0,18,37,0.258,medium
P101076,LG Grocery Item,Grocery,LG,S006,Amazon Store 6,US-East,22.98,0.37,Flash Sale,148,5,Thu,Spring,1,45,61,-0.155,loss
P100351,HP Beauty Item,Beauty,HP,S025,Amazon Store 25,US-East,153.92,0.32,Flash Sale,245,9,Sat,Summer,0,27,48,0.031,low
P100685,LG Beauty Item,Beauty,LG,S003,Amazon Store 3,US-East,94.38,0.11,Seasonal,266,9,Sun,Fall,1,26,44,0.367,high
P100902,L'Oreal Home Item,Home,L'Oreal,S002,Amazon Store 2,US-East,204.86,0.0,No Promotion,217,8,Thu,Summer,0,47,78,0.331,high
P100073,LG Beauty Item,Beauty,LG,S004,Amazon Store 4,EU,53.29,0.06,Seasonal,240,8,Thu,Summer,0,7,15,0.318,high
P101067,LG Beauty Item,Beauty,LG,S040,Amazon Store 40,EU,97.06,0.38,Clearance,232,8,Thu,Summer,0,14,17,0.099,low
P100684,Dell Beauty Item,Beauty,Dell,S046,Amazon Store 46,EU,100.06,0.0,No Promotion,232,8,Mon,Summer,0,13,23,0.43,high
P100771,Samsung Sports Item,Sports,Samsung,S026,Amazon Store 26,US-East,300.26,0.33,Clearance,242,9,Wed,Summer,0,20,34,0.123,low
P100555,LG Home Item,Home,LG,S006,Amazon Store 6,US-East,242.17,0.0,No Promotion,190,7,Sun,Summer,0,28,64,0.337,high
P100530,HP Sports Item,Sports,HP,S048,Amazon Store 48,EU,126.84,0.11,Seasonal,229,8,Thu,Summer,0,33,51,0.161,medium
P101088,HP Beauty Item,Beauty,HP,S011,Amazon Store 11,US-West,181.26,0.0,No Promotion,66,3,Tue,Winter,1,11,23,0.313,high
P100018,Nike Home Item,Home,Nike,S043,Amazon Store 43,US-West,91.63,0.12,Seasonal,279,10,Wed,Fall,0,39,71,0.189,medium
P100383,Sony Home Item,Home,Sony,S030,Amazon Store 30,US-East,498.6,0.23,Holiday,269,9,Mon,Fall,0,16,34,0.155,medium
P100831,Sony Grocery Item,Grocery,Sony,S004,Amazon Store 4,EU,10.33,0.38,Flash Sale,209,7,Fri,Summer,0,4,7,0.141,low
P100346,Sony Fashion Item,Fashion,Sony,S012,Amazon Store 12,Canada,140.71,0.0,No Promotion,16,1,Mon,Winter,0,22,46,0.428,high
P100665,L'Oreal Beauty Item,Beauty,L'Oreal,S036,Amazon Store 36,US-East,30.0,0.49,Clearance,297,10,Fri,Fall,0,10,17,-0.322,loss
P100866,Nike Sports Item,Sports,Nike,S022,Amazon Store 22,UK,200.11,0.13,Seasonal,220,8,Tue,Summer,0,44,75,0.346,high
P100939,Adidas Home Item,Home,Adidas,S008,Amazon Store 8,US-West,457.31,0.26,Flash Sale,257,9,Fri,Summer,0,7,13,-0.052,loss
P100850,Samsung Home Item,Home,Samsung,S009,Amazon Store 9,EU,460.06,0.29,Flash Sale,268,9,Sat,Fall,0,30,36,0.064,low
P101051,Nike Grocery Item,Grocery,Nike,S011,Amazon Store 11,US-West,8.69,0.0,No Promotion,229,8,Thu,Summer,0,8,11,0.452,high
P100430,HP Beauty Item,Beauty,HP,S022,Amazon Store 22,UK,198.43,0.07,Seasonal,119,4,Wed,Spring,0,21,36,0.457,high
P100621,Adidas Beauty Item,Beauty,Adidas,S005,Amazon Store 5,UK,182.93,0.0,No Promotion,178,6,Sun,Summer,0,36,88,0.242,medium
P100241,AmazonBasics Fashion Item,Fashion,AmazonBasics,S046,Amazon Store 46,EU,29.2,0.0,No Promotion,20,1,Sat,Winter,1,35,85,0.434,high
P100016,AmazonBasics Grocery Item,Grocery,AmazonBasics,S004,Amazon Store 4,EU,20.97,0.16,Seasonal,36,2,Wed,Winter,0,38,83,0.082,low
P100960,Nike Beauty Item,Beauty,Nike,S049,Amazon Store 49,US-East,82.69,0.0,No Promotion,335,12,Thu,Fall,0,14,34,0.407,high
P100346,Sony Fashion Item,Fashion,Sony,S004,Amazon Store 4,EU,140.71,0.0,No Promotion,108,4,Wed,Spring,0,10,18,0.374,high
P100896,Sony Sports Item,Sports,Sony,S005,Amazon Store 5,UK,125.86,0.23,Flash Sale,189,7,Mon,Summer,1,37,56,0.323,high
P100480,Sony Home Item,Home,Sony,S046,Amazon Store 46,EU,292.24,0.19,Seasonal,178,6,Thu,Summer,0,24,51,0.069,low
P100963,LG Electronics Item,Electronics,LG,S029,Amazon Store 29,US-East,698.42,0.0,No Promotion,96,4,Thu,Spring,0,9,13,0.397,high
